iter	Passed	Remaining
1554	756116	702628
1555	756608	702148
1556	757084	701652
1557	757631	701222
1558	758166	700781
1559	758728	700365
1560	759192	699857
1561	759690	699382
1562	760232	698946
1563	760780	698517
1564	761294	698055
1565	761805	697591
1566	762350	697159
1567	762893	696724
1568	763433	696286
1569	763967	695843
1570	764466	695367
1571	764956	694883
1572	765489	694440
1573	766023	693995
1574	766526	693524
1575	767031	693053
1576	767477	692530
1577	768007	692083
1578	768502	691603
1579	768960	691090
1580	769476	690630
1581	769956	690137
1582	770456	689662
1583	770939	689173
1584	771472	688728
1585	771992	688270
1586	772507	687809
1587	772988	687317
1588	773427	686787
1589	773917	686304
1590	774406	685819
1591	774878	685320
1592	775273	684752
1593	775760	684265
1594	776266	683795
1595	776773	683327
1596	777238	682820
1597	777777	682380
1598	778216	681852
1599	778685	681350
1600	779199	680886
1601	779738	680446
1602	780197	679935
1603	780713	679473
1604	781240	679022
1605	781774	678576
1606	782267	678094
1607	782777	677627
1608	783290	677164
1609	783827	676720
1610	784322	676241
1611	784835	675776
1612	785333	675298
1613	785812	674805
1614	786364	674374
1615	786845	673882
1616	787329	673393
1617	787825	672913
1618	788299	672416
1619	788794	671936
1620	789309	671473
1621	789797	670986
1622	790289	670504
1623	790771	670013
1624	791266	669533
1625	791708	669007
1626	792159	668491
1627	792670	668024
1628	793102	667491
1629	793605	667017
1630	794056	666501
1631	794574	666040
1632	795032	665528
1633	795534	665054
1634	796067	664606
1635	796594	664153
1636	797061	663650
1637	797615	663218
1638	798132	662756
1639	798696	662333
1640	799228	661883
1641	799717	661398
1642	800143	660861
1643	800640	660382
1644	801150	659914
1645	801647	659435
1646	802124	658940
1647	802611	658453
1648	803169	658024
1649	803669	657547
1650	804205	657100
1651	804765	656673
1652	805208	656149
1653	805685	655654
1654	806183	655176
1655	806680	654697
1656	807202	654238
1657	807705	653764
1658	808187	653272
1659	808621	652742
1660	809100	652248
1661	809538	651722
1662	809937	651164
1663	810399	650657
1664	810903	650183
1665	811387	649694
1666	811850	649188
1667	812356	648716
1668	812911	648283
1669	813445	647833
1670	813974	647380
1671	814471	646900
1672	815009	646454
1673	815523	645987
1674	816024	645512
1675	816544	645051
1676	817091	644610
1677	817532	644086
1678	818035	643612
1679	818492	643101
1680	818928	642573
1681	819438	642104
1682	819885	641586
1683	820387	641110
1684	820880	640627
1685	821325	640107
1686	821765	639583
1687	822259	639102
1688	822735	638606
1689	823236	638130
1690	823725	637644
1691	824205	637151
1692	824651	636632
1693	825129	636138
1694	825575	635620
1695	826063	635133
1696	826560	634654
1697	827084	634195
1698	827519	633668
1699	828009	633183
1700	828456	632666
1701	828944	632179
1702	829434	631694
1703	829850	631153
1704	830399	630714
1705	830921	630253
1706	831442	629792
1707	832028	629379
1708	832572	628935
1709	833138	628507
1710	833719	628091
1711	834255	627641
1712	834779	627181
1713	835308	626724
1714	835804	626244
1715	836176	625670
1716	836697	625208
1717	837131	624681
1718	837628	624201
1719	838090	623695
1720	838576	623206
1721	839079	622731
1722	839494	622190
1723	839886	621633
1724	840338	621119
1725	840816	620625
1726	841353	620175
1727	841835	619684
1728	842317	619193
1729	842753	618668
1730	843253	618191
1731	843783	617735
1732	844314	617279
1733	844831	616814
1734	845320	616328
1735	845849	615871
1736	846365	615405
1737	846871	614932
1738	847399	614474
1739	847855	613964
1740	848250	613410
1741	848779	612953
1742	849301	612491
1743	849808	612017
1744	850262	611507
1745	850744	611015
1746	851205	610509
1747	851748	610062
1748	852255	609589
1749	852746	609104
1750	853244	608624
1751	853741	608144
1752	854126	607584
1753	854604	607090
1754	855072	606590
1755	855564	606105
1756	856047	605615
1757	856541	605133
1758	856981	604613
1759	857473	604129
1760	857955	603638
1761	858418	603134
1762	858896	602640
1763	859403	602167
1764	859914	601696
1765	860433	601231
1766	861032	600822
1767	861522	600336
1768	861968	599821
1769	862492	599359
1770	862847	598779
1771	863332	598291
1772	863806	597795
1773	864357	597351
1774	864900	596902
1775	865297	596353
1776	865774	595859
1777	866298	595397
1778	866715	594862
1779	867206	594377
1780	867713	593904
1781	868191	593410
1782	868671	592918
1783	869205	592462
1784	869683	591969
1785	870144	591464
1786	870640	590983
1787	871198	590543
1788	871759	590106
1789	872273	589637
1790	872703	589111
1791	873251	588665
1792	873764	588195
1793	874284	587729
1794	874757	587233
1795	875242	586744
1796	875735	586260
1797	876222	585773
1798	876709	585284
1799	877182	584788
1800	877698	584320
1801	878168	583821
1802	878634	583320
1803	879131	582838
1804	879590	582332
1805	880113	581869
1806	880531	581336
1807	881018	580848
1808	881506	580361
1809	881977	579863
1810	882481	579387
1811	882979	578907
1812	883492	578436
1813	884017	577974
1814	884538	577508
1815	885075	577053
1816	885570	576570
1817	886014	576055
1818	886505	575570
1819	886954	575058
1820	887452	574578
1821	887949	574096
1822	888446	573615
1823	888949	573138
1824	889390	572621
1825	889892	572143
1826	890372	571651
1827	890833	571147
1828	891352	570679
1829	891851	570200
1830	892392	569747
1831	892865	569250
1832	893350	568761
1833	893826	568267
1834	894316	567781
1835	894802	567293
1836	895297	566810
1837	895792	566328
1838	896310	565860
1839	896840	565399
1840	897335	564917
1841	897821	564428
1842	898312	563943
1843	898806	563460
1844	899281	562964
1845	899765	562475
1846	900206	561958
1847	900695	561472
1848	901250	561027
1849	901708	560521
1850	902226	560052
1851	902618	559506
1852	903087	559007
1853	903583	558525
1854	904054	558028
1855	904558	557551
1856	905074	557081
1857	905582	556606
1858	906074	556122
1859	906515	555606
1860	907029	555134
1861	907520	554650
1862	908063	554196
1863	908621	553752
1864	909118	553270
1865	909577	552766
1866	910100	552299
1867	910569	551801
1868	911091	551334
1869	911608	550865
1870	912096	550377
1871	912557	549874
1872	913092	549415
1873	913462	548857
1874	913925	548355
1875	914431	547878
1876	914989	547433
1877	915483	546950
1878	916007	546484
1879	916499	545999
1880	916959	545495
1881	917430	544998
1882	917951	544530
1883	918450	544050
1884	918892	543536
1885	919351	543031
1886	919819	542532
1887	920260	542017
1888	920714	541510
1889	921199	541022
1890	921726	540558
1891	922234	540082
1892	922759	539616
1893	923284	539151
1894	923818	538691
1895	924343	538225
1896	924894	537774
1897	925414	537306
1898	925937	536838
1899	926426	536352
1900	926911	535863
1901	927416	535385
1902	927919	534906
1903	928351	534387
1904	928824	533891
1905	929333	533416
1906	929821	532928
1907	930334	532455
1908	930897	532010
1909	931407	531536
1910	931968	531090
1911	932561	530662
1912	933095	530201
1913	933634	529742
1914	934183	529289
1915	934683	528808
1916	935190	528331
1917	935661	527833
1918	936177	527362
1919	936717	526903
1920	937239	526434
1921	937742	525955
1922	938207	525454
1923	938716	524978
1924	939230	524505
1925	939752	524036
1926	940308	523586
1927	940841	523123
1928	941360	522652
1929	941759	522115
1930	942301	521657
1931	942829	521191
1932	943353	520723
1933	943844	520236
1934	944409	519791
1935	944957	519336
1936	945412	518829
1937	945921	518353
1938	946463	517894
1939	946958	517410
1940	947458	516928
1941	947890	516410
1942	948404	515936
1943	948915	515460
1944	949443	514993
1945	949931	514505
1946	950437	514026
1947	950947	513550
1948	951464	513078
1949	951992	512611
1950	952573	512173
1951	953083	511696
1952	953611	511229
1953	954155	510771
1954	954713	510319
1955	955270	509868
1956	955796	509400
1957	956335	508938
1958	956855	508466
1959	957353	507983
1960	957915	507534
1961	958418	507053
1962	958935	506579
1963	959404	506080
1964	959911	505602
1965	960394	505110
1966	960922	504643
1967	961455	504177
1968	961937	503686
1969	962429	503199
1970	962974	502740
1971	963477	502259
1972	963966	501770
1973	964466	501288
1974	964969	500806
1975	965471	500325
1976	965972	499843
1977	966479	499363
1978	966954	498868
1979	967488	498403
1980	967991	497921
1981	968473	497430
1982	968972	496946
1983	969500	496477
1984	969984	495987
1985	970502	495513
1986	971055	495057
1987	971603	494599
1988	972094	494111
1989	972609	493635
1990	973158	493177
1991	973642	492686
1992	974159	492212
1993	974649	491723
1994	975184	491258
1995	975736	490801
1996	976235	490317
1997	976716	489824
1998	977271	489369
1999	977820	488910
2000	978329	488431
2001	978857	487962
2002	979379	487489
2003	979913	487022
2004	980404	486534
2005	980929	486063
2006	981451	485590
2007	981970	485117
2008	982447	484621
2009	982929	484129
2010	983412	483637
2011	983876	483136
2012	984389	482658
2013	984916	482188
2014	985371	481682
2015	985901	481213
2016	986435	480746
2017	986895	480243
2018	987381	479752
2019	987876	479266
2020	988385	478787
2021	988879	478300
2022	989355	477805
2023	989853	477320
2024	990317	476819
2025	990907	476379
2026	991479	475929
2027	992020	475465
2028	992595	475017
2029	993095	474533
2030	993667	474083
2031	994145	473588
2032	994645	473105
2033	995230	472661
2034	995639	472133
2035	996141	471650
2036	996584	471139
2037	997091	470658
2038	997559	470159
2039	998057	469674
2040	998511	469168
2041	999031	468693
2042	999531	468209
2043	1000029	467723
2044	1000568	467258
2045	1001115	466795
2046	1001647	466326
2047	1002206	465869
2048	1002706	465385
2049	1003246	464918
2050	1003775	464448
2051	1004332	463990
2052	1004828	463503
2053	1005269	462991
2054	1005744	462495
2055	1006228	462003
2056	1006721	461516
2057	1007253	461045
2058	1007769	460568
2059	1008265	460082
2060	1008791	459609
2061	1009279	459119
2062	1009766	458628
2063	1010229	458127
2064	1010742	457648
2065	1011244	457164
2066	1011773	456692
2067	1012182	456167
2068	1012678	455680
2069	1013173	455193
2070	1013708	454724
2071	1014115	454198
2072	1014543	453681
2073	1015033	453192
2074	1015531	452706
2075	1016037	452224
2076	1016522	451733
2077	1017004	451240
2078	1017508	450757
2079	1017997	450267
2080	1018527	449796
2081	1018929	449268
2082	1019462	448798
2083	1019939	448303
2084	1020416	447808
2085	1020929	447329
2086	1021401	446832
2087	1021932	446361
2088	1022462	445889
2089	1022987	445415
2090	1023471	444923
2091	1024008	444455
2092	1024512	443971
2093	1024954	443461
2094	1025497	442995
2095	1026011	442516
2096	1026476	442016
2097	1026965	441526
2098	1027414	441019
2099	1027913	440534
2100	1028395	440041
2101	1028857	439540
2102	1029358	439056
2103	1029862	438572
2104	1030354	438084
2105	1030899	437618
2106	1031415	437140
2107	1031920	436656
2108	1032411	436168
2109	1032909	435682
2110	1033357	435174
2111	1033731	434636
2112	1034230	434151
2113	1034710	433658
2114	1035253	433191
2115	1035803	432726
2116	1036315	432246
2117	1036799	431755
2118	1037305	431272
2119	1037802	430786
2120	1038357	430323
2121	1038874	429845
2122	1039367	429357
2123	1039871	428873
2124	1040396	428398
2125	1040867	427901
2126	1041363	427414
2127	1041894	426941
2128	1042444	426476
2129	1042965	425999
2130	1043481	425521
2131	1044020	425051
2132	1044532	424570
2133	1045020	424080
2134	1045525	423596
2135	1046040	423117
2136	1046546	422634
2137	1047051	422150
2138	1047602	421685
2139	1048150	421219
2140	1048685	420747
2141	1049160	420251
2142	1049681	419774
2143	1050216	419302
2144	1050824	418859
2145	1051408	418407
2146	1051998	417957
2147	1052585	417505
2148	1053127	417036
2149	1053637	416554
2150	1054136	416067
2151	1054633	415580
2152	1055120	415089
2153	1055627	414605
2154	1056138	414124
2155	1056642	413639
2156	1057099	413136
2157	1057567	412637
2158	1058071	412152
2159	1058571	411666
2160	1059035	411166
2161	1059570	410693
2162	1060124	410228
2163	1060717	409778
2164	1061158	409268
2165	1061665	408785
2166	1062170	408300
2167	1062619	407794
2168	1063111	407305
2169	1063598	406814
2170	1064085	406323
2171	1064518	405810
2172	1065001	405318
2173	1065489	404827
2174	1065984	404339
2175	1066439	403835
2176	1066941	403350
2177	1067487	402881
2178	1067967	402386
2179	1068492	401909
2180	1068978	401418
2181	1069494	400937
2182	1069970	400442
2183	1070333	399904
2184	1070795	399404
2185	1071281	398912
2186	1071690	398392
2187	1072189	397905
2188	1072690	397419
2189	1073146	396917
2190	1073622	396421
2191	1074218	395971
2192	1074763	395501
2193	1075263	395014
2194	1075793	394539
2195	1076293	394052
2196	1076823	393577
2197	1077318	393088
2198	1077826	392605
2199	1078306	392111
2200	1078787	391617
2201	1079251	391118
2202	1079771	390639
2203	1080259	390148
2204	1080798	389675
2205	1081326	389199
2206	1081843	388718
2207	1082329	388226
2208	1082819	387736
2209	1083308	387246
2210	1083810	386759
2211	1084338	386283
2212	1084864	385805
2213	1085336	385309
2214	1085872	384835
2215	1086346	384339
2216	1086848	383852
2217	1087351	383367
2218	1087837	382875
2219	1088330	382386
2220	1088828	381899
2221	1089366	381425
2222	1089831	380926
2223	1090320	380435
2224	1090824	379950
2225	1091322	379462
2226	1091820	378974
2227	1092347	378497
2228	1092888	378024
2229	1093405	377543
2230	1093873	377045
2231	1094375	376559
2232	1094903	376082
2233	1095373	375584
2234	1095889	375103
2235	1096369	374609
2236	1096862	374119
2237	1097393	373643
2238	1097915	373163
2239	1098419	372678
2240	1098972	372208
2241	1099490	371727
2242	1100027	371253
2243	1100484	370751
2244	1100985	370264
2245	1101469	369771
2246	1101963	369282
2247	1102448	368790
2248	1102936	368299
2249	1103433	367811
2250	1103959	367332
2251	1104452	366842
2252	1104963	366359
2253	1105480	365877
2254	1105955	365382
2255	1106453	364894
2256	1106973	364413
2257	1107399	363901
2258	1107914	363419
2259	1108473	362951
2260	1108940	362453
2261	1109445	361967
2262	1109996	361496
2263	1110573	361034
2264	1111162	360576
2265	1111749	360116
2266	1112173	359604
2267	1112722	359132
2268	1113312	358674
2269	1113820	358189
2270	1114304	357696
2271	1114856	357225
2272	1115376	356743
2273	1115876	356256
2274	1116412	355779
2275	1116910	355291
2276	1117378	354793
2277	1117923	354319
2278	1118438	353836
2279	1118923	353344
2280	1119391	352846
2281	1119879	352354
2282	1120371	351864
2283	1120793	351352
2284	1121278	350859
2285	1121762	350366
2286	1122235	349870
2287	1122707	349373
2288	1123110	348856
2289	1123610	348368
2290	1124099	347877
2291	1124599	347389
2292	1125101	346902
2293	1125572	346405
2294	1126044	345909
2295	1126544	345421
2296	1127033	344930
2297	1127525	344439
2298	1128032	343954
2299	1128550	343471
2300	1129063	342987
2301	1129546	342494
2302	1130006	341994
2303	1130509	341508
2304	1131019	341023
2305	1131505	340531
2306	1131990	340038
2307	1132525	339561
2308	1132987	339062
2309	1133491	338575
2310	1133975	338082
2311	1134426	337580
2312	1134938	337095
2313	1135369	336587
2314	1135853	336094
2315	1136369	335611
2316	1136869	335123
2317	1137313	334619
2318	1137839	334139
2319	1138329	333648
2320	1138838	333162
2321	1139334	332673
2322	1139840	332187
2323	1140381	331711
2324	1140953	331244
2325	1141457	330757
2326	1142004	330283
2327	1142540	329805
2328	1143060	329323
2329	1143649	328860
2330	1144192	328384
2331	1144735	327908
2332	1145322	327445
2333	1145824	326957
2334	1146311	326465
2335	1146831	325983
2336	1147319	325491
2337	1147746	324982
2338	1148243	324492
2339	1148730	324001
2340	1149207	323506
2341	1149702	323016
2342	1150130	322507
2343	1150666	322029
2344	1151135	321532
2345	1151632	321043
2346	1152124	320552
2347	1152615	320062
2348	1153117	319574
2349	1153622	319087
2350	1154108	318594
2351	1154576	318097
2352	1155024	317594
2353	1155509	317102
2354	1155938	316594
2355	1156433	316104
2356	1156967	315625
2357	1157393	315117
2358	1157897	314629
2359	1158376	314135
2360	1158864	313644
2361	1159339	313149
2362	1159833	312659
2363	1160329	312169
2364	1160824	311680
2365	1161197	311157
2366	1161708	310672
2367	1162165	310172
2368	1162688	309690
2369	1163211	309208
2370	1163779	308737
2371	1164175	308221
2372	1164660	307729
2373	1165192	307249
2374	1165686	306759
2375	1166194	306273
2376	1166687	305782
2377	1167156	305286
2378	1167643	304794
2379	1168185	304317
2380	1168696	303831
2381	1169223	303350
2382	1169733	302864
2383	1170286	302389
2384	1170825	301910
2385	1171392	301439
2386	1171905	300954
2387	1172516	300494
2388	1173060	300016
2389	1173594	299536
2390	1174106	299051
2391	1174628	298567
2392	1175154	298085
2393	1175705	297609
2394	1176226	297126
2395	1176730	296638
2396	1177199	296141
2397	1177703	295653
2398	1178236	295173
2399	1178752	294688
2400	1179289	294208
2401	1179825	293728
2402	1180377	293252
2403	1180842	292754
2404	1181360	292270
2405	1181743	291752
2406	1182240	291262
2407	1182717	290767
2408	1183233	290282
2409	1183745	289796
2410	1184243	289307
2411	1184652	288795
2412	1185127	288300
2413	1185622	287810
2414	1186090	287313
2415	1186549	286814
2416	1187019	286318
2417	1187518	285829
2418	1187994	285334
2419	1188493	284845
2420	1188975	284352
2421	1189471	283862
2422	1189962	283371
2423	1190445	282878
2424	1190938	282387
2425	1191432	281897
2426	1191920	281405
2427	1192281	280883
2428	1192781	280394
2429	1193274	279903
2430	1193674	279391
2431	1194135	278893
2432	1194627	278402
2433	1195096	277906
2434	1195603	277419
2435	1196098	276929
2436	1196582	276436
2437	1197097	275951
2438	1197643	275472
2439	1198132	274981
2440	1198637	274493
2441	1199129	274002
2442	1199543	273493
2443	1200076	273012
2444	1200623	272534
2445	1201120	272044
2446	1201628	271557
2447	1202075	271056
2448	1202557	270563
2449	1203052	270073
2450	1203529	269578
2451	1204049	269094
2452	1204523	268599
2453	1204996	268104
2454	1205518	267620
2455	1205960	267118
2456	1206455	266628
2457	1206929	266133
2458	1207438	265646
2459	1207928	265155
2460	1208449	264670
2461	1208930	264177
2462	1209291	263657
2463	1209809	263172
2464	1210310	262683
2465	1210792	262191
2466	1211247	261692
2467	1211743	261202
2468	1212237	260712
2469	1212697	260214
2470	1213193	259724
2471	1213675	259231
2472	1214158	258739
2473	1214631	258244
2474	1215131	257755
2475	1215631	257266
2476	1216142	256779
2477	1216625	256286
2478	1217082	255788
2479	1217589	255300
2480	1218079	254809
2481	1218569	254318
2482	1219095	253835
2483	1219604	253347
2484	1220097	252857
2485	1220550	252358
2486	1221084	251876
2487	1221588	251387
2488	1222081	250897
2489	1222589	250409
2490	1223082	249919
2491	1223650	249443
2492	1224123	248949
2493	1224609	248457
2494	1225139	247974
2495	1225631	247483
2496	1226129	246993
2497	1226613	246501
2498	1227085	246006
2499	1227529	245505
2500	1228018	245014
2501	1228556	244532
2502	1229061	244044
2503	1229598	243562
2504	1230089	243071
2505	1230670	242598
2506	1231227	242120
2507	1231721	241629
2508	1232295	241154
2509	1232752	240656
2510	1233255	240168
2511	1233789	239685
2512	1234276	239193
2513	1234789	238706
2514	1235350	238228
2515	1235793	237728
2516	1236361	237251
2517	1236894	236768
2518	1237399	236279
2519	1237923	235795
2520	1238425	235305
2521	1238945	234819
2522	1239411	234323
2523	1239907	233833
2524	1240374	233337
2525	1240844	232842
2526	1241388	232361
2527	1241927	231878
2528	1242469	231397
2529	1243014	230915
2530	1243524	230427
2531	1244042	229941
2532	1244648	229471
2533	1245191	228989
2534	1245767	228513
2535	1246192	228009
2536	1246693	227520
2537	1247304	227050
2538	1247865	226571
2539	1248365	226081
2540	1248843	225588
2541	1249407	225109
2542	1249910	224620
2543	1250419	224131
2544	1250893	223637
2545	1251366	223142
2546	1251871	222653
2547	1252417	222171
2548	1252964	221689
2549	1253505	221206
2550	1253998	220715
2551	1254444	220215
2552	1254981	219732
2553	1255523	219249
2554	1256044	218763
2555	1256532	218270
2556	1257005	217776
2557	1257529	217290
2558	1258079	216808
2559	1258733	216344
2560	1259306	215866
2561	1259905	215393
2562	1260467	214913
2563	1261017	214431
2564	1261556	213948
2565	1262094	213464
2566	1262601	212974
2567	1263148	212492
2568	1263649	212001
2569	1264182	211516
2570	1264718	211032
2571	1265198	210538
2572	1265683	210045
2573	1266186	209555
2574	1266684	209064
2575	1267197	208575
2576	1267716	208088
2577	1268200	207595
2578	1268729	207109
2579	1269244	206621
2580	1269689	206121
2581	1270150	205624
2582	1270647	205133
2583	1271126	204639
2584	1271654	204153
2585	1272142	203660
2586	1272595	203162
2587	1273045	202664
2588	1273504	202167
2589	1273959	201669
2590	1274421	201172
2591	1274963	200688
2592	1275425	200192
2593	1275912	199699
2594	1276403	199207
2595	1276913	198718
2596	1277429	198230
2597	1277926	197739
2598	1278409	197246
2599	1278867	196748
2600	1279356	196256
2601	1279841	195763
2602	1280351	195274
2603	1280868	194786
2604	1281387	194298
2605	1281900	193809
2606	1282456	193327
2607	1283081	192855
2608	1283628	192372
2609	1284200	191891
2610	1284729	191405
2611	1285280	190922
2612	1285831	190438
2613	1286315	189945
2614	1286842	189458
2615	1287357	188969
2616	1287869	188480
2617	1288431	187998
2618	1288937	187508
2619	1289461	187021
2620	1290014	186537
2621	1290555	186052
2622	1291074	185564
2623	1291603	185077
2624	1292156	184593
2625	1292713	184110
2626	1293251	183625
2627	1293791	183139
2628	1294285	182647
2629	1294792	182157
2630	1295299	181666
2631	1295780	181173
2632	1296271	180680
2633	1296798	180192
2634	1297359	179710
2635	1297820	179213
2636	1298291	178718
2637	1298796	178227
2638	1299249	177729
2639	1299756	177239
2640	1300305	176754
2641	1300813	176264
2642	1301289	175770
2643	1301800	175280
2644	1302331	174793
2645	1302831	174301
2646	1303318	173808
2647	1303822	173317
2648	1304296	172822
2649	1304815	172334
2650	1305301	171840
2651	1305821	171352
2652	1306331	170862
2653	1306865	170375
2654	1307386	169886
2655	1307891	169395
2656	1308410	168906
2657	1308930	168417
2658	1309442	167927
2659	1309945	167436
2660	1310484	166950
2661	1311047	166466
2662	1311577	165978
2663	1312069	165486
2664	1312607	164999
2665	1313108	164507
2666	1313606	164016
2667	1314061	163518
2668	1314522	163022
2669	1315038	162532
2670	1315537	162041
2671	1316055	161551
2672	1316533	161057
2673	1317086	160572
2674	1317581	160080
2675	1318059	159585
2676	1318520	159089
2677	1319041	158600
2678	1319508	158104
2679	1320001	157612
2680	1320526	157123
2681	1321026	156631
2682	1321522	156139
2683	1322017	155647
2684	1322529	155157
2685	1323012	154663
2686	1323480	154168
2687	1324024	153681
2688	1324483	153185
2689	1324980	152692
2690	1325428	152195
2691	1325931	151703
2692	1326391	151207
2693	1326889	150715
2694	1327344	150218
2695	1327825	149725
2696	1328308	149231
2697	1328799	148738
2698	1329240	148240
2699	1329690	147743
2700	1330175	147250
2701	1330685	146759
2702	1331160	146265
2703	1331614	145768
2704	1332099	145275
2705	1332575	144780
2706	1333099	144291
2707	1333599	143800
2708	1334099	143308
2709	1334590	142816
2710	1335055	142320
2711	1335524	141825
2712	1336015	141333
2713	1336454	140834
2714	1336910	140338
2715	1337414	139847
2716	1337923	139356
2717	1338412	138864
2718	1338901	138371
2719	1339382	137877
2720	1339861	137383
2721	1340360	136892
2722	1340840	136398
2723	1341328	135905
2724	1341817	135412
2725	1342273	134916
2726	1342629	134410
2727	1343138	133919
2728	1343658	133430
2729	1344166	132939
2730	1344662	132447
2731	1345148	131954
2732	1345629	131461
2733	1346113	130967
2734	1346608	130475
2735	1347089	129982
2736	1347570	129488
2737	1348056	128995
2738	1348512	128500
2739	1348945	128002
2740	1349471	127513
2741	1349954	127019
2742	1350419	126524
2743	1350943	126035
2744	1351448	125544
2745	1351883	125046
2746	1352426	124559
2747	1352952	124069
2748	1353438	123576
2749	1353910	123082
2750	1354409	122591
2751	1354943	122102
2752	1355404	121607
2753	1355933	121118
2754	1356415	120624
2755	1356981	120139
2756	1357449	119644
2757	1357940	119152
2758	1358489	118664
2759	1358955	118170
2760	1359482	117680
2761	1359998	117190
2762	1360539	116702
2763	1361041	116210
2764	1361510	115716
2765	1362019	115225
2766	1362505	114732
2767	1362871	114229
2768	1363330	113734
2769	1363856	113244
2770	1364373	112754
2771	1364859	112261
2772	1365354	111768
2773	1365852	111277
2774	1366426	110791
2775	1366899	110297
2776	1367427	109807
2777	1367956	109318
2778	1368509	108830
2779	1369039	108341
2780	1369551	107850
2781	1370009	107355
2782	1370480	106861
2783	1371009	106371
2784	1371490	105878
2785	1372030	105389
2786	1372591	104902
2787	1373210	104419
2788	1373805	103934
2789	1374333	103444
2790	1374864	102954
2791	1375437	102468
2792	1375948	101976
2793	1376476	101486
2794	1377010	100997
2795	1377559	100508
2796	1378141	100022
2797	1378659	99531
2798	1379131	99037
2799	1379631	98545
2800	1380146	98053
2801	1380638	97561
2802	1381177	97071
2803	1381688	96580
2804	1382147	96085
2805	1382679	95595
2806	1383121	95098
2807	1383610	94605
2808	1384105	94113
2809	1384589	93619
2810	1385069	93126
2811	1385581	92634
2812	1386127	92145
2813	1386653	91655
2814	1387146	91162
2815	1387609	90667
2816	1388101	90174
2817	1388653	89685
2818	1389181	89195
2819	1389696	88704
2820	1390233	88214
2821	1390762	87723
2822	1391303	87233
2823	1391789	86740
2824	1392294	86248
2825	1392792	85755
2826	1393329	85265
2827	1393850	84774
2828	1394374	84283
2829	1394849	83789
2830	1395333	83296
2831	1395750	82798
2832	1396266	82307
2833	1396769	81814
2834	1397326	81325
2835	1397781	80830
2836	1398262	80337
2837	1398767	79845
2838	1399250	79351
2839	1399775	78860
2840	1400250	78366
2841	1400787	77876
2842	1401261	77382
2843	1401786	76891
2844	1402312	76400
2845	1402863	75910
2846	1403338	75416
2847	1403837	74923
2848	1404322	74430
2849	1404803	73937
2850	1405317	73445
2851	1405790	72951
2852	1406287	72458
2853	1406803	71966
2854	1407294	71473
2855	1407824	70982
2856	1408344	70491
2857	1408837	69998
2858	1409389	69508
2859	1409916	69016
2860	1410522	68529
2861	1411109	68040
2862	1411615	67548
2863	1412176	67058
2864	1412606	66562
2865	1413063	66067
2866	1413603	65577
2867	1414089	65083
2868	1414628	64592
2869	1415091	64098
2870	1415577	63604
2871	1416025	63109
2872	1416502	62616
2873	1417024	62124
2874	1417507	61630
2875	1418000	61137
2876	1418493	60644
2877	1419027	60153
2878	1419529	59660
2879	1420073	59169
2880	1420581	58677
2881	1421066	58183
2882	1421521	57689
2883	1422050	57197
2884	1422522	56703
2885	1423014	56210
2886	1423513	55717
2887	1424012	55224
2888	1424491	54731
2889	1424845	54232
2890	1425311	53738
2891	1425814	53246
2892	1426286	52752
2893	1426809	52260
2894	1427280	51766
2895	1427784	51274
2896	1428301	50781
2897	1428782	50288
2898	1429268	49795
2899	1429786	49302
2900	1430259	48809
2901	1430732	48315
2902	1431212	47822
2903	1431712	47329
2904	1432163	46834
2905	1432643	46341
2906	1433156	45849
2907	1433668	45356
2908	1434224	44865
2909	1434771	44374
2910	1435299	43882
2911	1435850	43391
2912	1436291	42896
2913	1436799	42403
2914	1437280	41910
2915	1437826	41418
2916	1438293	40925
2917	1438841	40433
2918	1439359	39941
2919	1439924	39449
2920	1440502	38959
2921	1441087	38468
2922	1441643	37976
2923	1442182	37484
2924	1442721	36992
2925	1443245	36500
2926	1443733	36007
2927	1444314	35515
2928	1444872	35024
2929	1445402	34531
2930	1445887	34038
2931	1446283	33542
2932	1446802	33050
2933	1447292	32556
2934	1447820	32064
2935	1448307	31570
2936	1448795	31077
2937	1449183	30581
2938	1449689	30088
2939	1450243	29596
2940	1450797	29104
2941	1451305	28611
2942	1451815	28118
2943	1452325	27625
2944	1452825	27132
2945	1453366	26640
2946	1453916	26147
2947	1454467	25655
2948	1454982	25162
2949	1455515	24669
2950	1456034	24176
2951	1456476	23682
2952	1456977	23189
2953	1457471	22695
2954	1457956	22202
2955	1458457	21709
2956	1458942	21215
2957	1459499	20723
2958	1460017	20230
2959	1460491	19736
2960	1461000	19243
2961	1461488	18749
2962	1461963	18256
2963	1462403	17761
2964	1462930	17268
2965	1463461	16776
2966	1463983	16282
2967	1464382	15788
2968	1464872	15295
2969	1465376	14801
2970	1465859	14308
2971	1466361	13814
2972	1466843	13321
2973	1467333	12828
2974	1467869	12335
2975	1468390	11841
2976	1468888	11348
2977	1469466	10855
2978	1470079	10363
2979	1470579	9869
2980	1471091	9376
2981	1471630	8883
2982	1472220	8390
2983	1472758	7896
2984	1473309	7403
2985	1473816	6910
2986	1474385	6416
2987	1474849	5923
2988	1475372	5429
2989	1475876	4936
2990	1476383	4442
2991	1476865	3948
2992	1477408	3455
2993	1477918	2961
2994	1478367	2468
2995	1478758	1974
2996	1479244	1480
2997	1479722	987
2998	1480204	493
2999	1480744	0
