iter	MultiClass
649	0.5828246351
650	0.5827732393
651	0.5826649416
652	0.5825664399
653	0.5821471051
654	0.5820266583
655	0.5818923578
656	0.5818446539
657	0.5817825792
658	0.5816244776
659	0.5814880468
660	0.5814571785
661	0.5811433228
662	0.5810338018
663	0.580921264
664	0.5805367306
665	0.5803953266
666	0.5799288408
667	0.5798273565
668	0.5797377206
669	0.579714761
670	0.5796873214
671	0.5795447025
672	0.5793312592
673	0.5792715827
674	0.579146707
675	0.5790140865
676	0.5789695711
677	0.5787954606
678	0.5787922986
679	0.5787570995
680	0.578731083
681	0.5786689901
682	0.578596281
683	0.5785233496
684	0.578236648
685	0.5781658777
686	0.5781275975
687	0.5780136832
688	0.5779953652
689	0.577963383
690	0.577636296
691	0.5775958717
692	0.5774373769
693	0.577425915
694	0.5774042918
695	0.5770571914
696	0.5769659678
697	0.5768835138
698	0.5768661863
699	0.5767626564
700	0.5763803791
701	0.5761476517
702	0.576035904
703	0.575918428
704	0.575624192
705	0.57541575
706	0.5753590484
707	0.5751894961
708	0.5751756549
709	0.575137378
710	0.5750430294
711	0.5749513556
712	0.5748258843
713	0.5748150607
714	0.574767262
715	0.5747148441
716	0.5746824602
717	0.5745488416
718	0.5744587004
719	0.5744327014
720	0.5743799058
721	0.5743633106
722	0.5741228897
723	0.5740529098
724	0.5740317092
725	0.5738306662
726	0.5733271712
727	0.5731824345
728	0.5731159109
729	0.5730834274
730	0.5730709416
731	0.5730487849
732	0.5730009062
733	0.5726768209
734	0.57261332
735	0.5724026987
736	0.5723070949
737	0.5721815406
738	0.5721057707
739	0.5720036948
740	0.5719713156
741	0.571909085
742	0.571843582
743	0.571808184
744	0.5717978691
745	0.5717771691
746	0.5717326959
747	0.5716683535
748	0.5714547718
749	0.5713265293
750	0.5711972413
751	0.5711374111
752	0.5711209377
753	0.5709000274
754	0.5707116713
755	0.5705091017
756	0.5704663403
757	0.5704187776
758	0.5703600961
759	0.5702120061
760	0.5700191705
761	0.5698492373
762	0.569757256
763	0.5697148548
764	0.5695908111
765	0.5694383718
766	0.5692600238
767	0.5691339436
768	0.5690910359
769	0.5690447307
770	0.5688831184
771	0.5688215558
772	0.5687634533
773	0.5687440474
774	0.5686739465
775	0.5682930405
776	0.568172321
777	0.5680539822
778	0.5679609602
779	0.5678997068
780	0.5678746981
781	0.56781141
782	0.5677336077
783	0.5677288979
784	0.5675277628
785	0.5674353421
786	0.5673925214
787	0.5673803856
788	0.5671087208
789	0.5670505273
790	0.5670086627
791	0.5668689996
792	0.5668075928
793	0.5667215495
794	0.5663704837
795	0.5663273579
796	0.5663110792
797	0.5662232522
798	0.5661380066
799	0.5661183487
800	0.5660566363
801	0.5659792041
802	0.5658484997
803	0.5657980438
804	0.5656633725
805	0.5652513481
806	0.565043699
807	0.5649268583
808	0.5647961119
809	0.5645297954
810	0.5643532871
811	0.5642146531
812	0.5641806149
813	0.5641162821
814	0.5640714026
815	0.5639813542
816	0.5638669898
817	0.5638373899
818	0.5638056454
819	0.5637434904
820	0.5636972284
821	0.5636582955
822	0.5634882035
823	0.5632519299
824	0.5631469362
825	0.5631073024
826	0.5630679091
827	0.5630674604
828	0.5630196383
829	0.5629835041
830	0.5629502146
831	0.5628575854
832	0.5628325845
833	0.5625881658
834	0.5625276042
835	0.5624726229
836	0.5622075839
837	0.5621184849
838	0.5620654108
839	0.5617058169
840	0.5615137609
841	0.5614081977
842	0.5612990655
843	0.5612451751
844	0.5611586799
845	0.5610997842
846	0.5610306378
847	0.5610036526
848	0.5609076316
849	0.5608922623
850	0.5607976868
851	0.5607491267
852	0.5607474594
853	0.5607262312
854	0.5606500767
855	0.5605965223
856	0.5604844554
857	0.5604780163
858	0.5601250394
859	0.5600005355
860	0.5599081742
861	0.5597407636
862	0.5596587925
863	0.5595818541
864	0.559496523
865	0.5591719118
866	0.559163289
867	0.559132096
868	0.558915978
869	0.5587021519
870	0.5586290695
871	0.5585920179
872	0.5585205411
873	0.558483356
874	0.5584573902
875	0.5583588976
876	0.5581744615
877	0.5580997153
878	0.558095933
879	0.5578577137
880	0.5578103462
881	0.5577340999
882	0.5576501707
883	0.5576292347
884	0.557575518
885	0.5575628816
886	0.5574866673
887	0.5574627358
888	0.5571008821
889	0.5570328314
890	0.5569527766
891	0.5569245482
892	0.5567510345
893	0.5566695885
894	0.5566462783
895	0.5566269587
896	0.5563403865
897	0.5561161371
898	0.5559949091
899	0.5559719794
900	0.5559060922
901	0.5557546339
902	0.5555624978
903	0.555473545
904	0.5554363208
905	0.555180173
906	0.5551572882
907	0.5549616966
908	0.5548941095
909	0.5548246876
910	0.5547761084
911	0.5545932506
912	0.5545511277
913	0.5545438682
914	0.5542882627
915	0.5541695368
916	0.5540978768
917	0.5539733963
918	0.5539599463
919	0.553841623
920	0.5534517809
921	0.5534173867
922	0.5533929952
923	0.5530659834
924	0.5527447411
925	0.552697722
926	0.5526547534
927	0.5526390963
928	0.5525985129
929	0.552585871
930	0.5525221148
931	0.5523592708
932	0.5523488076
933	0.5520796581
934	0.5520196741
935	0.5518873744
936	0.5518204029
937	0.5517093693
938	0.5516671237
939	0.5516254255
940	0.5513193733
941	0.5510754108
942	0.5506748941
943	0.5506617777
944	0.5505340897
945	0.5504639443
946	0.5504323214
947	0.5504133009
948	0.5501124592
949	0.5498993631
950	0.5498855644
951	0.5494833451
952	0.5494605706
953	0.5494118957
954	0.5493048599
955	0.5491946201
956	0.5491299352
957	0.5490736357
958	0.5489968332
959	0.5488747478
960	0.5487993986
961	0.5486666864
962	0.5486374161
963	0.5486246871
964	0.548244989
965	0.5481630543
966	0.5480346548
967	0.5478442568
968	0.5477951405
969	0.5474989127
970	0.547444278
971	0.5474216559
972	0.5473778633
973	0.5473529949
974	0.5471729514
975	0.5471219821
976	0.5470891248
977	0.5467948424
978	0.5467610114
979	0.54674633
980	0.5467197123
981	0.5464143521
982	0.546149696
983	0.5460957292
984	0.5460708265
985	0.5459083223
986	0.5457960283
987	0.5457723741
988	0.5456908496
989	0.5456345337
990	0.5454008595
991	0.5453481595
992	0.5450018409
993	0.5447913308
994	0.5447575094
995	0.544722872
996	0.5446216282
997	0.544320628
998	0.54408301
999	0.5439407932
1000	0.5438417312
1001	0.5437852545
1002	0.5434937173
1003	0.5434837216
1004	0.5434530705
1005	0.5431680194
1006	0.5431015109
1007	0.5429760484
1008	0.5429323465
1009	0.5428523836
1010	0.5424638231
1011	0.542421914
1012	0.5423676476
1013	0.5422609473
1014	0.5421898007
1015	0.5420141781
1016	0.5419743492
1017	0.5418551255
1018	0.5418077176
1019	0.5417840887
1020	0.5414752758
1021	0.5414016667
1022	0.5412069009
1023	0.5411715728
1024	0.541040987
1025	0.5407099156
1026	0.5405089395
1027	0.540446863
1028	0.54042926
1029	0.5402104111
1030	0.5398947045
1031	0.5398356461
1032	0.5397636268
1033	0.5397339157
1034	0.5397099663
1035	0.5396759969
1036	0.5396487309
1037	0.5396153515
1038	0.5393255481
1039	0.5391425103
1040	0.5390258156
1041	0.5388528789
1042	0.5385411885
1043	0.5385142723
1044	0.5384458521
1045	0.5384023499
1046	0.5383523803
1047	0.5382819683
1048	0.5382408291
1049	0.5380763781
1050	0.5380485233
1051	0.5379549656
1052	0.5379163534
1053	0.5375681724
1054	0.5374667356
1055	0.5374115067
1056	0.5372749151
1057	0.5371488772
1058	0.5367916771
1059	0.53655316
1060	0.5364893323
1061	0.5361985607
1062	0.5361863851
1063	0.5361001822
1064	0.5357998073
1065	0.5357413195
1066	0.5357115633
1067	0.5356355849
1068	0.5356041908
1069	0.5355116517
1070	0.5353997836
1071	0.5352845257
1072	0.5352117617
1073	0.5352093093
1074	0.5351665734
1075	0.5351104377
1076	0.534996733
1077	0.5349076258
1078	0.5346031275
1079	0.5343484177
1080	0.5342651658
1081	0.5342130246
1082	0.5339257471
1083	0.5338469388
1084	0.5337535467
1085	0.5337395211
1086	0.5337098136
1087	0.5336814588
1088	0.5336410144
1089	0.5335074029
1090	0.533456287
1091	0.5330926934
1092	0.5330248824
1093	0.5327627712
1094	0.5327228223
1095	0.5326608155
1096	0.5326435885
1097	0.5326252103
1098	0.5325300397
1099	0.5325061384
1100	0.5324784916
1101	0.5323271532
1102	0.5320785343
1103	0.5318444819
1104	0.5317005454
1105	0.5315350414
1106	0.5314165144
1107	0.5313713877
1108	0.5313407028
1109	0.5312960623
1110	0.5311709185
1111	0.5309087705
1112	0.5308884513
1113	0.530838206
1114	0.5307897557
1115	0.5307608087
1116	0.5306714502
1117	0.5306038453
1118	0.5304992856
1119	0.5304726918
1120	0.5304523871
1121	0.5303948746
1122	0.5303659859
1123	0.5302705153
1124	0.5302325034
1125	0.5300942157
1126	0.5300190916
1127	0.5299854858
1128	0.529930917
1129	0.5298693859
1130	0.5297638253
1131	0.5296776924
1132	0.5296527198
1133	0.5296151198
1134	0.5293419148
1135	0.5292485024
1136	0.5291355186
1137	0.5289098161
1138	0.5287898642
1139	0.528739312
1140	0.528712184
1141	0.5286140695
1142	0.5285346101
1143	0.5285007031
1144	0.5284668991
1145	0.5284513561
1146	0.5282940256
1147	0.5282274454
1148	0.5281992913
1149	0.528161048
1150	0.527868737
1151	0.5276107269
1152	0.5275531095
1153	0.5275126173
1154	0.5274916193
1155	0.527243659
1156	0.5271953839
1157	0.5270360497
1158	0.5268630274
1159	0.5268310926
1160	0.5268259885
1161	0.5267695656
1162	0.5266872155
1163	0.5264673628
1164	0.5263684735
1165	0.5263369406
1166	0.5263143427
1167	0.5262104114
1168	0.52601679
1169	0.5259063837
1170	0.5258801759
1171	0.5258577405
1172	0.5258504145
1173	0.5257971444
1174	0.5257528916
1175	0.5256925298
1176	0.5256713599
1177	0.5254284578
1178	0.5253882808
1179	0.5251610198
1180	0.5251072829
1181	0.5250673714
1182	0.5249765066
1183	0.5249294835
1184	0.524919731
1185	0.524878853
1186	0.5247479376
1187	0.5246921373
1188	0.5245798834
1189	0.524547491
1190	0.5244879434
1191	0.5244401447
1192	0.5243532283
1193	0.5242757719
1194	0.5240241622
1195	0.524002822
1196	0.523970924
1197	0.5239574185
1198	0.5238554062
1199	0.5238108423
1200	0.5236844739
1201	0.523635208
1202	0.523616918
1203	0.5236139551
1204	0.5235441629
1205	0.5234645453
1206	0.5233887322
1207	0.5233186018
1208	0.523071443
1209	0.5230637216
1210	0.5230005518
1211	0.5227991455
1212	0.5227909684
1213	0.5225967366
1214	0.5225498226
1215	0.522387575
1216	0.522318176
1217	0.5221290918
1218	0.5221138656
1219	0.5220795985
1220	0.5220030279
1221	0.5218867151
1222	0.5218773057
1223	0.5218568582
1224	0.5216103267
1225	0.5215523806
1226	0.5214924728
1227	0.5214654202
1228	0.5212988882
1229	0.5211513433
1230	0.5211460198
1231	0.5211223015
1232	0.5210981346
1233	0.5209961765
1234	0.5208447646
1235	0.5207822855
1236	0.5207612333
1237	0.5207459283
1238	0.5206536197
1239	0.5205187109
1240	0.520309918
1241	0.520278153
1242	0.5202178282
1243	0.5202132564
1244	0.5201455804
1245	0.5200747096
1246	0.5199513423
1247	0.5197893233
1248	0.5197757816
1249	0.5197114248
1250	0.5195520366
1251	0.5194980287
1252	0.5194686854
1253	0.5193192476
1254	0.5190434897
1255	0.5190316893
1256	0.518983437
1257	0.5189221844
1258	0.518844556
1259	0.5188028317
1260	0.5187396425
1261	0.51850345
1262	0.5184735084
1263	0.5184399032
1264	0.5183855516
1265	0.5183689103
1266	0.5181352618
1267	0.5180848651
1268	0.5180473314
1269	0.5180195361
1270	0.5179639428
1271	0.5179208389
1272	0.5178953712
1273	0.517861622
1274	0.5176783886
1275	0.5176081293
1276	0.5175942073
1277	0.5175151689
1278	0.5173032666
1279	0.5172663942
1280	0.5170232563
1281	0.5169797236
1282	0.5168086568
1283	0.5167737208
1284	0.516518898
1285	0.5164774531
1286	0.5163527465
1287	0.5161608942
1288	0.5161211474
1289	0.5158957639
1290	0.5158798226
1291	0.5158679165
1292	0.5158103666
1293	0.5157401381
1294	0.5157289199
1295	0.5155184389
1296	0.5155064182
1297	0.5154670645
1298	0.5154118639
1299	0.5152611769
1300	0.5152318743
1301	0.5152206719
1302	0.5149944563
1303	0.5148411336
1304	0.514745509
1305	0.5146957918
1306	0.5146607273
1307	0.5146296815
1308	0.5145836814
1309	0.5145700585
1310	0.5144966352
1311	0.5144661273
1312	0.5144344368
1313	0.514354003
1314	0.5143240572
1315	0.5142830895
1316	0.5142785201
1317	0.5142229034
1318	0.5141997023
1319	0.5141720363
1320	0.5141330076
1321	0.5140713202
1322	0.5139788695
1323	0.5139172469
1324	0.5138537172
1325	0.5138288506
1326	0.5137671497
1327	0.5137315374
1328	0.5136595796
1329	0.5136391935
1330	0.5136230374
1331	0.513442001
1332	0.5133768018
1333	0.5133592321
1334	0.5133476714
1335	0.5133088836
1336	0.5132603303
1337	0.513241566
1338	0.5132130844
1339	0.5131751093
1340	0.5131143779
1341	0.5130843984
1342	0.5130137288
1343	0.5129233187
1344	0.512903012
1345	0.5128367099
1346	0.5127470958
1347	0.5126783163
1348	0.512638261
1349	0.5124962647
1350	0.512446981
1351	0.5122615427
1352	0.51224049
1353	0.5122330107
1354	0.5121951586
1355	0.5120698823
1356	0.5120509865
1357	0.5120230983
1358	0.511965135
1359	0.5119260903
1360	0.5118968608
1361	0.5118062011
1362	0.5116508042
1363	0.5116210822
1364	0.5115867
1365	0.5114165299
1366	0.5113148102
1367	0.5112116511
1368	0.5111615774
1369	0.51111366
1370	0.5110862439
1371	0.5110342793
1372	0.5109937668
1373	0.5109078154
1374	0.5108872592
1375	0.5108460139
1376	0.5106111281
1377	0.5105899833
1378	0.5105610005
1379	0.5103715519
1380	0.5103364505
1381	0.5103112247
1382	0.510295083
1383	0.5102528045
1384	0.5102362714
1385	0.510226527
1386	0.5101678644
1387	0.5101350377
1388	0.5101082057
1389	0.5098579604
1390	0.5098086881
1391	0.5097613105
1392	0.5096676849
1393	0.5095080984
1394	0.5094533035
1395	0.5093642434
1396	0.5093482119
1397	0.5093118718
1398	0.5092730524
1399	0.5092606195
1400	0.5092422509
1401	0.5090955533
1402	0.5090766579
1403	0.5090704491
1404	0.508995592
1405	0.5089680718
1406	0.50894412
1407	0.5088560047
1408	0.5088053858
1409	0.5087205665
1410	0.5086811613
1411	0.5086392996
1412	0.508572734
1413	0.5085240004
1414	0.5085041046
1415	0.5084807011
1416	0.5084270009
1417	0.5083846304
1418	0.5083224739
1419	0.5082540331
1420	0.5081684143
1421	0.5081045279
1422	0.508073844
1423	0.5080540379
1424	0.5080145486
1425	0.5078990061
1426	0.5077059156
1427	0.5076231027
1428	0.5075678672
1429	0.5074371254
1430	0.5073862121
1431	0.5073257617
1432	0.5072810296
1433	0.5072677398
1434	0.5071975244
1435	0.5069841205
1436	0.5069696384
1437	0.5069521642
1438	0.5068950933
1439	0.5067961902
1440	0.5066957166
1441	0.5066360262
1442	0.5066151894
1443	0.5065984826
1444	0.5065426594
1445	0.5064998
1446	0.5064089703
1447	0.5063614413
1448	0.5062813381
1449	0.5062261878
1450	0.5061687557
1451	0.506126033
1452	0.5060735896
1453	0.5059751504
1454	0.5059595855
1455	0.5058781542
1456	0.5058551338
1457	0.5058086174
1458	0.5057226389
1459	0.5057146718
1460	0.5057042943
1461	0.5056299706
1462	0.5055860079
1463	0.5055635152
1464	0.5055026832
1465	0.5053659547
1466	0.5053151235
1467	0.5051980483
1468	0.5050944422
1469	0.5050766918
1470	0.5050281183
1471	0.5049800838
1472	0.5049670384
1473	0.5049505969
1474	0.5048928347
1475	0.5047978509
1476	0.5045770453
1477	0.5045349297
1478	0.5045059966
1479	0.5044305749
1480	0.5043650249
1481	0.504317676
1482	0.5041522879
1483	0.5039790227
1484	0.5038309431
1485	0.503812838
1486	0.5037423878
1487	0.5035737379
1488	0.5035625244
1489	0.5034770903
1490	0.5034604081
1491	0.5033642923
1492	0.5033168929
1493	0.5032876133
1494	0.5032606474
1495	0.5032367849
1496	0.5031660369
1497	0.5031236958
1498	0.5031006948
1499	0.5030425355
1500	0.5029753783
1501	0.5029419624
1502	0.5027301268
1503	0.5026555193
1504	0.5026199864
1505	0.5025446256
1506	0.5025094386
1507	0.5024733807
1508	0.5024638246
1509	0.5024449929
1510	0.5024006171
1511	0.5023293577
1512	0.5022959285
1513	0.5022344063
1514	0.5022289218
1515	0.5021957978
1516	0.5021610525
1517	0.5020949795
1518	0.5018769832
1519	0.5018488858
1520	0.5018287029
1521	0.5018106771
1522	0.5017534585
1523	0.501740908
1524	0.5016589705
